Index,Date,Sentiment
1517,2022-03-30 9:00,2.888888889
1518,2022-03-31 9:00,2.8125
1519,2022-04-01 9:00,3.529411765
1520,2022-04-02 9:00,3
1521,2022-04-03 9:00,3.416666667
1522,2022-04-04 9:00,3.75
1523,2022-04-05 9:00,3.04
1524,2022-04-06 9:00,3.263157895
1525,2022-04-07 9:00,3.208333333
1526,2022-04-08 9:00,3.4375
1527,2022-04-09 9:00,2.769230769
1528,2022-04-10 9:00,3.071428571
1529,2022-04-11 9:00,2.7
1530,2022-04-12 9:00,2.736842105
1531,2022-04-13 9:00,2.666666667
1532,2022-04-14 9:00,3.571428571
1533,2022-04-15 9:00,3.5
1534,2022-04-16 9:00,2.375
1535,2022-04-17 9:00,2.761904762
1536,2022-04-18 9:00,2.818181818
1537,2022-04-19 9:00,3
1538,2022-04-20 9:00,3.705882353
1539,2022-04-21 9:00,2.5
1540,2022-04-22 9:00,3.571428571
1541,2022-04-23 9:00,3.125
1542,2022-04-24 9:00,3.607142857
1543,2022-04-25 9:00,3
1544,2022-04-26 9:00,2.416666667
1545,2022-04-27 9:00,3.4
1546,2022-04-28 9:00,2.954545455
1547,2022-04-29 9:00,2.818181818
1548,2022-04-30 9:00,2.583333333
1549,2022-05-02 9:00,2.842105263
1550,2022-05-03 9:00,2.733333333
1551,2022-05-04 9:00,2.863636364
1552,2022-05-05 9:00,2.620689655
1553,2022-05-06 9:00,2.5625
1554,2022-05-07 9:00,2.5
1555,2022-05-08 9:00,2.526315789
1556,2022-05-09 9:00,2.461538462
1557,2022-05-10 9:00,2.421052632
1558,2022-05-11 9:00,2.59375
1559,2022-05-12 9:00,2.863636364
1560,2022-05-13 9:00,3.153846154
1561,2022-05-14 9:00,2
1562,2022-05-15 9:00,3.16
1563,2022-05-16 9:00,2.842105263
1564,2022-05-17 9:00,3.214285714
1565,2022-05-18 9:00,2.642857143
1566,2022-05-19 9:00,2.684210526
1567,2022-05-20 9:00,1.818181818
1568,2022-05-21 9:00,2.533333333
1569,2022-05-22 9:00,2.875
1570,2022-05-23 9:00,2.866666667
1571,2022-05-24 9:00,2.863636364
1572,2022-05-25 9:00,2.4
1573,2022-05-26 9:00,3.125
1574,2022-05-27 9:00,2.529411765
1575,2022-05-28 9:00,2.75
1576,2022-05-29 9:00,2.931034483
1577,2022-05-30 9:00,3.272727273
1578,2022-05-31 9:00,3.117647059
1579,2022-06-01 9:00,2.714285714
1580,2022-06-02 9:00,2.75862069
1581,2022-06-03 9:00,3.083333333
1582,2022-06-04 9:00,2.733333333
1583,2022-06-05 9:00,2.482758621
1584,2022-06-06 9:00,3
1585,2022-06-07 9:00,3.466666667
1586,2022-06-08 9:00,2.5
1587,2022-06-09 9:00,2.862068966
1588,2022-06-10 9:00,2.882352941
1589,2022-06-11 9:00,2.05
1590,2022-06-12 9:00,2.488372093
1591,2022-06-13 9:00,2.488888889
1592,2022-06-14 9:00,3.081081081
1593,2022-06-15 9:00,2.483870968
1594,2022-06-16 9:00,3.157894737
1595,2022-06-17 9:00,2.3
1596,2022-06-18 9:00,3.166666667
1597,2022-06-19 9:00,2.783783784
1598,2022-06-20 9:00,2.852941176
1599,2022-06-21 9:00,2.736842105
1600,2022-06-22 9:00,2.708333333
1601,2022-06-23 9:00,3.291666667
1602,2022-06-24 9:00,3.066666667
1603,2022-06-25 9:00,2.866666667
1604,2022-06-26 9:00,2.444444444
1605,2022-06-27 9:00,2.625
1606,2022-06-28 9:00,2.4375
1607,2022-06-29 9:00,2.653846154
1608,2022-06-30 9:00,2.448275862
1609,2022-07-01 9:00,3
1610,2022-07-02 9:00,3.833333333
1611,2022-07-03 9:00,3
1612,2022-07-04 9:00,2.76
1613,2022-07-05 9:00,3.157894737
1614,2022-07-06 9:00,2.647058824
1615,2022-07-07 9:00,3.684210526
1616,2022-07-08 9:00,3.285714286
1617,2022-07-09 9:00,3.133333333
1618,2022-07-10 9:00,2.588235294
1619,2022-07-11 9:00,2.818181818
1620,2022-07-12 9:00,3.444444444
1621,2022-07-13 9:00,2.647058824
1622,2022-07-14 9:00,4.076923077
1623,2022-07-15 9:00,3.571428571
1624,2022-07-16 9:00,3.333333333
1625,2022-07-17 9:00,2.75
1626,2022-07-18 9:00,3.05
